frame_index,RightUpperLeg_orientation_w,RightUpperLeg_orientation_x,RightUpperLeg_orientation_y,RightUpperLeg_orientation_z,RightLowerLeg_orientation_w,RightLowerLeg_orientation_x,RightLowerLeg_orientation_y,RightLowerLeg_orientation_z,RightUpperLeg_angularVelocity_x,RightUpperLeg_angularVelocity_y,RightUpperLeg_angularVelocity_z,RightLowerLeg_angularVelocity_x,RightLowerLeg_angularVelocity_y,RightLowerLeg_angularVelocity_z,RightUpperLeg_acceleration_x,RightUpperLeg_acceleration_y,RightUpperLeg_acceleration_z,RightLowerLeg_acceleration_x,RightLowerLeg_acceleration_y,RightLowerLeg_acceleration_z
3415,0.964264,-0.135503,0.134885,0.183414,0.898758,-0.139234,0.399895,0.113717,3.346652,-6.017677,-0.267633,0.390660,-0.201356,0.215063,-28.456305,16.913669,-18.806917,-2.719445,-0.262250,1.914393
3416,0.965928,-0.134291,0.126599,0.181442,0.898812,-0.138439,0.400057,0.113690,2.740463,-5.942852,-0.545484,0.401118,-0.296754,0.155020,2.622462,33.602024,-20.656847,-5.091026,0.885663,1.380750
3417,0.967622,-0.132848,0.117984,0.179275,0.898941,-0.137554,0.400033,0.113831,2.236671,-5.801268,-0.523449,0.395444,-0.449823,0.091576,2.826012,27.794506,-18.423747,-7.424144,1.563151,0.939349
3418,0.969292,-0.131164,0.109153,0.177072,0.899151,-0.136586,0.399805,0.114138,2.057454,-5.447853,-0.267271,0.411099,-0.643257,0.003381,13.951024,7.773211,-12.630255,-9.193255,0.998229,0.292163
3419,0.970893,-0.129232,0.100219,0.174991,0.899450,-0.135543,0.399354,0.114608,2.333043,-4.956172,-0.000006,0.453800,-0.859999,-0.058154,25.355747,-20.590748,-4.244542,-10.053950,-0.040242,-0.250649
3420,0.972384,-0.127041,0.091296,0.173190,0.899843,-0.134433,0.398662,0.115237,2.439502,-4.568741,0.193564,0.515923,-1.072814,-0.099665,21.877218,-11.240963,-6.074387,-10.112353,-0.644700,-0.435767
3421,0.973728,-0.124585,0.082497,0.171830,0.900337,-0.133262,0.397711,0.116023,2.180771,-4.540032,0.186951,0.609804,-1.293202,-0.099423,2.303650,11.853677,-13.125215,-10.601815,-1.853511,-0.678625
3422,0.974894,-0.121856,0.073939,0.171072,0.900937,-0.132038,0.396482,0.116963,2.076912,-4.714244,0.246036,0.695125,-1.472177,-0.112087,-12.727798,0.765606,-13.715910,-9.695643,-1.576003,-0.718556
3423,0.975852,-0.118848,0.065734,0.171077,0.901650,-0.130768,0.394956,0.118052,2.369899,-4.961079,0.289754,0.821413,-1.655910,-0.097492,-17.099535,-23.511945,-10.580788,-8.965193,-2.564519,-0.001370
3424,0.976674,-0.115411,0.057678,0.171644,0.902468,-0.129427,0.393153,0.119297,2.903143,-5.251333,0.222475,0.960000,-1.796277,-0.060063,-21.093472,-35.681036,-11.519248,-8.272068,-3.392362,-0.210398
3425,0.977435,-0.111457,0.049514,0.172471,0.903375,-0.127989,0.391106,0.120702,3.587634,-5.288907,0.862632,1.079395,-1.878452,0.015621,-10.046761,-54.765269,-9.116218,-6.877347,-3.487612,-0.122742
3426,0.978114,-0.107073,0.041285,0.173563,0.904368,-0.126463,0.388814,0.122267,4.073520,-5.220541,1.045022,1.201210,-1.921517,0.126594,-0.208391,-39.806444,-10.714665,-6.001152,-4.164537,-0.221343
3427,0.978690,-0.102346,0.033030,0.174929,0.905444,-0.124858,0.386276,0.123990,4.313504,-4.940802,1.044787,1.328511,-1.938176,0.277394,13.494974,-22.270834,-9.935477,-5.527977,-4.959756,-0.336481
3428,0.979146,-0.097362,0.024792,0.176574,0.906597,-0.123183,0.383489,0.125871,4.649445,-4.669649,1.341301,1.464040,-1.921495,0.433532,13.323203,-31.697583,-10.677411,-5.131037,-5.606927,-0.611971
3429,0.979468,-0.092210,0.016612,0.178506,0.907825,-0.121447,0.380453,0.127908,5.004735,-4.613161,1.508772,1.541543,-1.895897,0.572287,2.719625,-31.047951,-14.590671,-5.296116,-3.947725,-0.775846
3430,0.979642,-0.086976,0.008532,0.180731,0.909121,-0.119659,0.377166,0.130100,5.286334,-4.602660,1.813543,1.620890,-1.869651,0.704175,1.466179,-29.172084,-17.350487,-5.546667,-3.906564,-1.310334
3431,0.979660,-0.081750,0.000592,0.183258,0.910482,-0.117827,0.373626,0.132446,5.645276,-4.597733,2.089682,1.817869,-1.892019,0.854137,2.524379,-33.259860,-18.337384,-6.888008,-7.125473,-2.843953
3432,0.979514,-0.076620,-0.007165,0.186094,0.911903,-0.115961,0.369833,0.134944,6.130258,-4.602082,2.383659,2.007342,-2.005029,0.915940,3.077595,-39.749114,-19.520481,-9.944682,-6.415050,-4.811913
3433,0.979200,-0.071674,-0.014699,0.189248,0.913378,-0.114070,0.365783,0.137594,6.579455,-4.485733,3.062897,2.181334,-2.179347,0.932240,11.431529,-44.183939,-18.141332,-11.844228,-5.942926,-6.003457
3434,0.978716,-0.067001,-0.021968,0.192728,0.914902,-0.112162,0.361475,0.140393,6.689322,-4.319393,3.910776,2.301453,-2.369165,0.971003,15.337037,-30.336086,-18.380907,-12.165076,-4.940788,-6.345500
3435,0.978061,-0.062690,-0.028932,0.196543,0.916469,-0.110246,0.356908,0.143341,6.261446,-3.949979,4.198296,2.391916,-2.582597,1.037929,23.975609,7.469606,-14.182174,-12.323757,-4.175344,-4.113208
3436,0.977184,-0.058546,-0.035683,0.201024,0.918050,-0.108295,0.352088,0.146599,5.867924,-3.718900,3.862039,2.447475,-2.776822,1.098519,15.059371,18.616277,-13.362622,-11.384524,-3.658197,-4.203161
3437,0.976046,-0.054349,-0.042324,0.206370,0.919621,-0.106284,0.347017,0.150269,5.918739,-3.603338,4.159878,2.518050,-2.862496,1.152914,10.288881,-14.054081,-16.019157,-9.351329,-3.463146,-3.478427
3438,0.974674,-0.050148,-0.048829,0.212394,0.921190,-0.104219,0.341688,0.154264,5.985106,-3.387870,5.270684,2.519612,-2.936462,1.226029,21.181768,-29.110002,-13.440954,-9.308164,-2.070662,-4.256579
3439,0.973098,-0.045996,-0.055172,0.218909,0.922765,-0.102107,0.336095,0.158492,5.797523,-3.485837,5.763156,2.476573,-2.974482,1.287994,3.268249,-3.679266,-17.098703,-8.556832,-1.370008,-4.728020
3440,0.971353,-0.041942,-0.061326,0.225728,0.924354,-0.099956,0.330232,0.162864,5.334349,-3.758487,5.397620,2.425301,-3.016298,1.335801,-11.195491,28.048113,-17.461622,-8.730948,-1.153826,-5.072413
3441,0.969481,-0.038040,-0.067267,0.232667,0.925968,-0.097774,0.324093,0.167292,4.648566,-3.697943,4.823244,2.363685,-3.075610,1.382580,3.774582,46.011110,-6.201838,-9.141593,-1.026051,-5.377433
3442,0.967531,-0.034339,-0.072970,0.239542,0.927617,-0.095568,0.317675,0.171685,3.971918,-3.530792,4.498310,2.296771,-3.137082,1.417128,8.780415,41.841333,-0.734878,-8.897551,-1.016402,-5.680713
3443,0.965556,-0.030892,-0.078409,0.246171,0.929313,-0.093346,0.310971,0.175955,3.153545,-3.431318,4.235767,2.201131,-3.192752,1.436464,2.867203,48.714198,2.021919,-8.290438,-0.455376,-6.053526
3444,0.963616,-0.027751,-0.083562,0.252373,0.931069,-0.091116,0.303979,0.180014,2.246434,-3.172867,3.648380,2.094399,-3.231830,1.450130,6.688623,61.514898,8.639392,-7.485874,-0.163187,-6.481739
3445,0.961776,-0.024968,-0.088406,0.257969,0.932898,-0.088886,0.296694,0.183773,1.606685,-2.734971,2.886943,1.985873,-3.256957,1.443107,12.996676,51.606033,12.226013,-6.454368,-0.312407,-6.900415
3446,0.960105,-0.022593,-0.092917,0.262781,0.934815,-0.086665,0.289114,0.187143,1.129564,-2.251906,1.809414,1.882300,-3.307930,1.422570,9.760085,48.480141,13.109807,-6.521498,-0.316388,-7.431336
3447,0.958674,-0.020679,-0.097074,0.266633,0.936835,-0.084460,0.281235,0.190037,0.758475,-1.997346,0.705422,1.799689,-3.372244,1.391963,0.137486,45.357780,5.148553,-6.643926,-1.195799,-8.425369
3448,0.957446,-0.019341,-0.100836,0.269730,0.938944,-0.082282,0.273021,0.192546,0.629087,-1.875273,0.517188,1.735617,-3.476631,1.333680,-2.456611,12.102612,-0.303447,-6.919203,-1.308430,-8.549767
3449,0.956343,-0.018597,-0.104202,0.272404,0.941110,-0.080129,0.264453,0.194823,0.463904,-1.751625,1.141043,1.689530,-3.662204,1.257603,2.701143,-5.722285,-0.422610,-7.946432,-1.402397,-8.529768
3450,0.955369,-0.018352,-0.107213,0.274662,0.943321,-0.077988,0.255550,0.196872,0.236322,-1.682740,1.613771,1.684642,-3.872518,1.126603,0.113509,-0.761581,-2.319508,-7.482376,-1.977051,-8.454202
3451,0.954526,-0.018510,-0.109906,0.276512,0.945562,-0.075849,0.246332,0.198695,0.156647,-1.672679,1.511763,1.688685,-4.098758,0.978423,-5.871006,3.800744,-5.455302,-7.358541,-1.953668,-8.973822
3452,0.953815,-0.018977,-0.112321,0.277959,0.947822,-0.073699,0.236818,0.200296,0.179070,-1.735947,1.438229,1.700325,-4.311123,0.827974,-9.043427,-3.285020,-8.662707,-7.057395,-1.733636,-9.330768
3453,0.953235,-0.019657,-0.114495,0.279011,0.950088,-0.071529,0.227030,0.201680,0.151485,-1.691949,1.287428,1.722136,-4.539999,0.662793,-3.770592,-0.266624,-6.210754,-7.186211,-1.994224,-9.158241
3454,0.952785,-0.020456,-0.116468,0.279673,0.952346,-0.069325,0.216988,0.202849,0.201887,-1.692862,0.911365,1.747038,-4.768851,0.489306,-8.261411,0.458496,-7.946153,-7.367845,-2.267536,-8.948163
3455,0.952463,-0.021277,-0.118278,0.279951,0.954585,-0.067078,0.206713,0.203808,0.290430,-1.580139,0.615423,1.801416,-4.975371,0.314399,-2.033516,-4.502855,-5.567614,-7.610245,-3.011211,-7.959169
3456,0.952264,-0.022026,-0.119963,0.279851,0.956794,-0.064777,0.196226,0.204561,0.324246,-1.486073,0.361313,1.864158,-5.171705,0.141615,-1.935364,-2.870641,-6.160275,-8.118510,-2.422323,-7.436227
3457,0.952187,-0.022606,-0.121562,0.279379,0.958961,-0.062409,0.185548,0.205113,0.284049,-1.421353,-0.073911,1.896821,-5.325460,-0.075120,-3.751196,5.086664,-6.750853,-6.949405,-1.358527,-7.366793
3458,0.952226,-0.022924,-0.123112,0.278539,0.961076,-0.059963,0.174701,0.205469,0.339991,-1.353308,-0.752360,1.899339,-5.461874,-0.331605,-3.813408,5.821712,-7.564550,-6.375931,-0.407480,-7.517398
3459,0.952377,-0.022884,-0.124651,0.277338,0.963128,-0.057430,0.163707,0.205634,0.373692,-1.487786,-1.529665,1.904704,-5.558145,-0.586865,-15.364802,9.438435,-12.084577,-6.291955,-1.358393,-6.994933
3460,0.952755,-0.022573,-0.126118,0.275394,0.965159,-0.054770,0.152429,0.205506,0.580107,-1.587944,-1.808590,1.924116,-5.636772,-0.806393,-9.833702,-10.176377,-12.261365,-6.422613,-1.235682,-6.927201
3461,0.953434,-0.022152,-0.127430,0.272459,0.967190,-0.051969,0.140754,0.205014,0.836406,-1.412631,-1.244035,1.966999,-5.686319,-0.971840,11.029709,-32.996223,-5.048248,-6.549963,-1.530210,-6.801996
3462,0.954346,-0.021634,-0.128596,0.268734,0.969185,-0.049055,0.128743,0.204203,0.907196,-1.230561,-0.505139,2.027499,-5.739951,-1.064056,12.235264,-26.896863,-3.325267,-7.957035,-1.601186,-6.957026
3463,0.955424,-0.021030,-0.129625,0.264422,0.971111,-0.046058,0.116460,0.203124,0.962350,-1.189426,-0.163644,2.113254,-5.797864,-1.093366,0.998484,-16.052187,-6.714848,-8.953387,-2.232746,-7.014242
3464,0.956604,-0.020353,-0.130526,0.259726,0.972938,-0.043004,0.103966,0.201825,1.112004,-1.111091,-0.326900,2.165842,-5.834371,-1.072873,-1.946788,-8.057126,-6.941961,-8.826691,-1.536168,-8.010619
3465,0.957823,-0.019616,-0.131309,0.254849,0.974640,-0.039924,0.091327,0.200357,1.198699,-0.843669,-0.789599,2.202385,-5.846766,-0.938486,5.558768,2.924412,-1.540230,-9.008750,-1.672832,-8.195918
3466,0.959024,-0.018830,-0.131983,0.249997,0.976194,-0.036845,0.078604,0.198771,1.166063,-0.545114,-1.496232,2.231785,-5.864780,-0.771937,5.151336,15.412996,0.035810,-9.223269,-1.896841,-8.327805
3467,0.960154,-0.018010,-0.132559,0.245374,0.977581,-0.033796,0.065864,0.197119,1.154491,-0.321589,-2.253279,2.261124,-5.906445,-0.608716,0.143146,14.830734,-1.807621,-10.182901,-2.517489,-7.725935
3468,0.961161,-0.017166,-0.133048,0.241189,0.978786,-0.030808,0.053171,0.195454,1.072211,-0.276187,-3.027450,2.293556,-5.914809,-0.373376,-8.783651,18.916200,-5.483525,-10.886788,-3.318324,-6.665377
3469,0.962000,-0.016313,-0.133463,0.237649,0.979798,-0.027908,0.040589,0.193829,0.944296,-0.656940,-3.543323,2.307741,-5.876926,-0.188405,-28.609353,16.208129,-16.790741,-10.330140,-2.768595,-5.859996
3470,0.962625,-0.015463,-0.133814,0.234962,0.980610,-0.025126,0.028185,0.192299,1.084614,-0.858614,-3.810087,2.227891,-5.796992,0.046113,-16.018368,-4.544630,-13.694345,-9.427127,-0.264354,-5.555934
3471,0.962992,-0.014629,-0.134114,0.233335,0.981217,-0.022491,0.016022,0.190920,1.490102,-0.667071,-3.787455,2.093263,-5.726509,0.117582,6.366393,-26.503737,-5.599588,-7.109841,1.798224,-5.046168
3472,0.963091,-0.013787,-0.134301,0.232869,0.981634,-0.020010,0.003745,0.189685,1.655043,-0.349752,-2.911488,2.119349,-5.731368,0.001711,18.390657,-31.730298,-0.263571,-6.573697,-2.037028,-3.091340
3473,0.962972,-0.012911,-0.134323,0.233400,0.981868,-0.017655,-0.008943,0.188531,1.611308,-0.184940,-1.857931,2.018318,-5.751505,-0.121899,10.783302,-22.677666,-2.197611,-5.238536,1.493131,-4.605340
3474,0.962674,-0.012003,-0.134206,0.234743,0.981914,-0.015405,-0.021882,0.187425,1.320732,-0.143039,-0.896177,1.830310,-5.799133,-0.251094,4.477883,-4.396191,-2.523374,-3.838795,4.300714,-5.418713
3475,0.962234,-0.011068,-0.133978,0.236714,0.981776,-0.013240,-0.034915,0.186339,0.979569,-0.314034,-0.058764,1.672449,-5.812030,-0.354213,-6.894480,2.788764,-6.161119,-1.294063,4.219430,-4.945070
3476,0.961691,-0.010112,-0.133666,0.239127,0.981462,-0.011137,-0.047883,0.185243,0.839395,-0.863686,0.563301,1.603467,-5.764289,-0.367959,-28.501133,-2.697685,-16.121975,1.562646,1.994503,-3.096955
3477,0.961084,-0.009138,-0.133297,0.241796,0.980992,-0.009078,-0.060629,0.184110,0.847389,-1.120267,1.044224,1.603441,-5.695638,-0.318349,-13.095004,-6.592212,-9.830931,2.894664,-0.709056,-1.417142
3478,0.960454,-0.008150,-0.132899,0.244539,0.980390,-0.007040,-0.072995,0.182914,0.909743,-0.897332,1.308948,1.714299,-5.639756,-0.303348,12.065870,-3.813426,2.798477,3.711362,-3.874201,0.870259
3479,0.959844,-0.007154,-0.132499,0.247169,0.979689,-0.005004,-0.084824,0.181632,0.803402,-0.704774,1.807649,1.923585,-5.586554,-0.406982,13.368513,3.140681,5.603639,2.960783,-6.922343,2.780230
3480,0.959298,-0.006153,-0.132126,0.249504,0.978926,-0.002949,-0.095962,0.180240,0.640402,-0.811528,2.904194,2.174575,-5.541007,-0.705544,3.327475,-5.469269,0.171853,0.233502,-7.621978,3.557797
3481,0.958863,-0.005152,-0.131807,0.251361,0.978146,-0.000853,-0.106253,0.178716,0.631979,-0.972902,3.768287,2.221022,-5.388759,-1.054790,-0.383385,-9.592200,-2.382160,2.508493,-0.368998,2.353440
3482,0.958586,-0.004156,-0.131572,0.252556,0.977397,0.001303,-0.115545,0.177039,0.687101,-0.959435,3.860681,1.981867,-5.031409,-1.256606,4.131669,2.229530,0.938571,9.386954,8.416869,0.743120
3483,0.958514,-0.003170,-0.131449,0.252907,0.976729,0.003540,-0.123683,0.175188,0.745306,-0.812522,3.498567,1.783909,-4.588374,-1.290729,11.524078,8.594136,3.921310,11.141298,5.345512,-1.291396
3484,0.958643,-0.002193,-0.131455,0.252425,0.976186,0.005924,-0.130831,0.172941,0.617431,-0.602893,2.768308,1.772840,-4.172761,-1.402841,14.327704,26.207383,6.566733,10.125761,-1.549659,-0.956693
3485,0.958920,-0.001223,-0.131573,0.251317,0.975769,0.008474,-0.137260,0.170185,0.192336,-0.386890,1.886373,1.800017,-3.761583,-1.514206,14.547316,47.898038,9.729030,10.216939,-3.166792,-0.976856
3486,0.959317,-0.000256,-0.131774,0.249693,0.975460,0.011142,-0.142981,0.167062,-0.044481,-0.504678,1.191052,1.795964,-3.237996,-1.439268,-3.289769,33.369560,2.867743,15.074955,-2.295415,-0.064165
3487,0.959807,0.000713,-0.132030,0.247664,0.975243,0.013877,-0.148008,0.163713,-0.209725,-0.821985,0.610674,1.781083,-2.678899,-1.139994,-12.642160,26.985673,-0.471757,19.352859,-1.635885,1.064476
3488,0.960364,0.001685,-0.132313,0.245340,0.975101,0.016630,-0.152354,0.160280,-0.225358,-1.010564,-0.135619,1.757475,-2.160355,-0.869985,-3.688761,20.583756,2.757425,22.993952,-0.226549,1.708326
3489,0.960960,0.002665,-0.132594,0.242832,0.975018,0.019352,-0.156031,0.156905,-0.020288,-1.114079,-1.037854,1.690308,-1.719762,-0.757135,2.395475,9.412141,3.900805,24.780815,2.892477,1.522991
3490,0.961571,0.003657,-0.132846,0.240250,0.974980,0.021992,-0.159052,0.153730,0.342759,-1.231347,-2.380622,1.566681,-1.336228,-0.758875,-0.191622,8.865400,3.086826,25.225434,6.377752,1.464987
3491,0.962171,0.004663,-0.133041,0.237707,0.974971,0.024503,-0.161433,0.150897,0.932457,-1.006552,-3.287356,1.421551,-0.939803,-0.806410,25.831931,-11.795746,10.374596,25.479094,8.152599,2.288054
3492,0.962739,0.005688,-0.133151,0.235312,0.974979,0.026834,-0.163186,0.148547,1.673589,-0.392699,-3.535047,1.243797,-0.494013,-0.887392,56.516812,-33.766100,19.724999,24.798571,9.590839,2.405389
3493,0.963252,0.006735,-0.133149,0.233178,0.974989,0.028936,-0.164324,0.146823,2.294494,0.558926,-3.323055,1.063262,-0.014279,-0.951258,81.489349,-34.699207,28.761851,22.548439,10.048797,1.707471
3494,0.963688,0.007807,-0.133008,0.231417,0.974986,0.030760,-0.164863,0.145867,2.423810,1.166743,-3.015229,0.881858,0.465468,-0.940732,59.399952,-4.299191,25.264128,19.247378,10.038669,0.721003
3495,0.964026,0.008908,-0.132699,0.230141,0.974952,0.032256,-0.164815,0.145820,1.977169,1.156521,-2.515546,0.700244,0.953461,-0.832145,19.494010,32.800929,16.688997,15.783452,9.553918,-1.370311
3496,0.964289,0.010037,-0.132164,0.229302,0.974925,0.033468,-0.163973,0.146680,1.327643,0.878291,-1.447043,0.493203,1.455320,-0.623654,4.462150,36.739042,11.973093,13.593905,9.891948,-3.077714
3497,0.964512,0.011189,-0.131395,0.228750,0.974944,0.034477,-0.162189,0.148291,0.867121,0.518058,-0.307160,0.246893,1.912986,-0.360002,-1.929819,20.864933,6.076876,10.849959,10.189064,-5.305609
3498,0.964701,0.012364,-0.130441,0.228439,0.974999,0.035291,-0.159569,0.150564,0.406176,0.249537,0.871675,0.001082,2.292095,-0.085896,3.327259,16.808876,4.642372,7.428872,9.003529,-7.193041
3499,0.964859,0.013558,-0.129354,0.228324,0.975076,0.035917,-0.156215,0.153409,-0.024774,0.253375,1.774159,-0.176476,2.535810,0.222772,17.919401,16.046537,6.957766,2.227417,6.195950,-7.673214
3500,0.964989,0.014770,-0.128182,0.228360,0.975160,0.036363,-0.152233,0.156736,-0.085698,0.624249,1.871221,-0.288478,2.689996,0.680806,33.611379,2.143372,7.998905,-3.749591,3.279235,-6.729188
3501,0.965095,0.016000,-0.126977,0.228500,0.975238,0.036636,-0.147726,0.160456,0.191065,1.115887,1.198774,-0.463646,2.799273,1.154560,32.617189,-9.731778,5.618912,-7.933157,2.784743,-5.999594
3502,0.965182,0.017244,-0.125788,0.228701,0.975297,0.036744,-0.142799,0.164480,0.410241,1.529055,0.362685,-0.677742,2.799448,1.590003,24.060239,-4.530490,3.554848,-12.408143,1.136064,-4.420002
3503,0.965253,0.018502,-0.124665,0.228917,0.975329,0.036694,-0.137557,0.168717,0.486234,1.811465,-0.194875,-0.847506,2.584494,2.096235,16.419620,0.220647,1.459727,-18.806881,-1.530343,-1.858880
3504,0.965313,0.019771,-0.123659,0.229102,0.975326,0.036495,-0.132104,0.173079,0.527405,2.063258,-0.576601,-0.867162,2.143689,2.907806,14.923094,-1.122189,0.364369,-24.000987,-5.864809,2.545258
3505,0.965367,0.021050,-0.122820,0.229212,0.975285,0.036155,-0.126548,0.177478,0.597544,2.286475,-1.059694,-0.820265,1.574290,3.827555,10.776884,-2.943186,-1.261381,-25.316769,-6.847808,6.844107
3506,0.965420,0.022338,-0.122199,0.229202,0.975206,0.035681,-0.120995,0.181826,0.532581,2.410863,-1.575951,-0.876040,1.006693,4.652146,2.545179,5.178286,-1.793958,-23.517336,-2.491816,10.538079
3507,0.965475,0.023632,-0.121844,0.229026,0.975094,0.035083,-0.115551,0.186037,0.400358,2.373090,-1.998186,-1.176988,0.656517,5.250946,-9.396160,8.577623,-2.808730,-18.522203,1.977982,11.846822
3508,0.965517,0.025012,-0.121845,0.228702,0.974917,0.034264,-0.109979,0.190443,0.404775,2.098283,-2.240136,-1.639252,0.720437,5.550429,-23.307825,-2.930021,-7.474627,-8.862005,7.326989,13.473683
3509,0.965529,0.026529,-0.122203,0.228290,0.974640,0.033153,-0.104010,0.195347,0.525289,1.644028,-2.194563,-2.045300,1.218708,5.717977,-31.591260,-15.316488,-10.022738,2.652102,6.564815,14.077784
3510,0.965516,0.028142,-0.122836,0.227810,0.974266,0.031797,-0.097706,0.200620,0.604212,1.018196,-1.928963,-2.307884,1.814429,5.787832,-39.758039,-15.901189,-9.531092,10.570628,2.877369,13.495270
3511,0.965485,0.029809,-0.123666,0.227279,0.973801,0.030244,-0.091128,0.206135,0.733588,0.376934,-1.543255,-2.312742,2.182791,5.396231,-38.302448,-19.558321,-8.008376,14.158963,-1.125914,12.795735
3512,0.965442,0.031488,-0.124613,0.226718,0.973257,0.028540,-0.084337,0.211764,1.029385,-0.329850,-1.009337,-2.087993,2.360930,4.461964,-39.370886,-31.207715,-8.485998,17.055027,-4.537683,12.157405
3513,0.965394,0.033136,-0.125597,0.226146,0.972646,0.026732,-0.077396,0.217381,1.362404,-1.071092,-0.642910,-1.732890,2.414238,3.163258,-43.540835,-29.616170,-7.928116,19.136459,-6.284129,10.938300
3514,0.965348,0.034711,-0.126537,0.225582,0.971990,0.024869,-0.070369,0.222859,1.362132,-1.507653,-0.190699,-1.406725,2.554500,1.829811,-22.666858,-8.378019,2.748094,21.941199,-6.823583,8.294895
3515,0.965312,0.036172,-0.127355,0.225046,0.971311,0.022998,-0.063318,0.228074,1.158331,-1.547747,0.395236,-1.127636,2.820345,0.788664,4.889884,2.449250,13.612650,20.551627,-7.334610,4.152666
3516,0.965294,0.037477,-0.127971,0.224557,0.970638,0.021167,-0.056307,0.232902,1.141981,-1.455315,0.832432,-1.156744,3.104188,0.115829,10.581694,-8.651647,13.490044,14.224247,-2.144235,-3.175440
3517,0.965304,0.038583,-0.128305,0.224136,0.970004,0.019423,-0.049400,0.237222,1.123534,-1.306269,1.064570,-1.073628,3.068133,-0.583637,10.437471,-6.967178,13.697270,4.216329,-10.395269,-4.268338
3518,0.965350,0.039448,-0.128278,0.223802,0.969445,0.017816,-0.042661,0.240913,1.020871,-1.189337,1.196472,-1.153750,2.866437,-1.217694,6.478388,-1.544782,14.240151,-2.024555,-10.472961,-7.134961
3519,0.965441,0.040031,-0.127811,0.223575,0.968999,0.016392,-0.036155,0.243853,0.928223,-0.981451,1.169207,-1.633339,2.978556,-1.078766,9.681638,-0.949433,14.668361,-1.579864,-0.419910,-13.601854
3520,0.965530,0.040313,-0.126985,0.223610,0.968690,0.015113,-0.029726,0.246022,0.655325,-0.400136,0.948479,-1.770790,3.099780,-0.496478,31.345264,14.033027,22.648368,-6.487432,-5.689886,-11.636487
3521,0.965580,0.040329,-0.125939,0.223985,0.968500,0.013903,-0.023206,0.247540,0.094479,0.143142,0.792047,-1.581774,2.991256,-0.110575,30.869621,32.276963,23.873978,-13.060163,-10.620234,-7.258082
3522,0.965608,0.040116,-0.124680,0.224602,0.968405,0.012753,-0.016640,0.248499,-0.456038,0.337635,0.760406,-1.276519,2.702717,0.069496,11.176228,30.127787,12.946693,-18.436729,-11.267131,-4.692234
