frame_index,LeftUpperLeg_orientation_w,LeftUpperLeg_orientation_x,LeftUpperLeg_orientation_y,LeftUpperLeg_orientation_z,LeftLowerLeg_orientation_w,LeftLowerLeg_orientation_x,LeftLowerLeg_orientation_y,LeftLowerLeg_orientation_z,LeftUpperLeg_angularVelocity_x,LeftUpperLeg_angularVelocity_y,LeftUpperLeg_angularVelocity_z,LeftLowerLeg_angularVelocity_x,LeftLowerLeg_angularVelocity_y,LeftLowerLeg_angularVelocity_z,LeftUpperLeg_acceleration_x,LeftUpperLeg_acceleration_y,LeftUpperLeg_acceleration_z,LeftLowerLeg_acceleration_x,LeftLowerLeg_acceleration_y,LeftLowerLeg_acceleration_z
110,0.511916,-0.005723,0.002575,0.859012,0.566449,-0.042119,0.034297,0.822305,0.075621,0.035156,0.074355,-0.104296,-0.113887,-0.094788,-0.399176,0.140208,-0.100665,0.238722,0.090074,-0.033046
111,-0.511749,0.005557,-0.002455,-0.859114,0.566595,-0.042396,0.034366,0.822187,0.074345,0.031037,0.085255,-0.108208,-0.113813,-0.086830,-0.475649,0.160800,-0.074463,0.174448,0.179499,-0.080293
112,0.511593,-0.005401,0.002329,0.859208,0.566724,-0.042671,0.034446,0.822081,0.073561,0.026910,0.095682,-0.113707,-0.115845,-0.079510,-0.338493,0.169162,-0.079413,0.162712,0.265447,-0.028069
113,0.511441,-0.005250,0.002195,0.859300,0.566828,-0.042949,0.034539,0.821991,0.076473,0.016522,0.099019,-0.119383,-0.117985,-0.075128,-0.736103,-0.179931,-0.067852,0.152848,0.290430,0.027428
114,0.511292,-0.005102,0.002054,0.859389,0.566912,-0.043228,0.034642,0.821914,0.077380,0.009766,0.100157,-0.119863,-0.120193,-0.075536,-0.397191,-0.054907,-0.016102,0.154906,0.053669,-0.023798
115,0.511146,-0.004960,0.001909,0.859477,0.566980,-0.043510,0.034751,0.821847,0.076841,0.004218,0.100360,-0.116983,-0.119469,-0.071594,-0.316841,0.026370,-0.035297,0.206009,-0.032522,0.085755
116,0.511002,-0.004822,0.001761,0.859564,0.567039,-0.043792,0.034866,0.821787,0.075922,-0.001306,0.103214,-0.119068,-0.120214,-0.068827,-0.207323,0.116411,0.010681,0.081543,0.143377,0.031728
117,0.510858,-0.004690,0.001611,0.859651,0.567093,-0.044076,0.034983,0.821730,0.077986,-0.010647,0.115482,-0.120590,-0.115629,-0.062714,-0.465291,0.047929,0.011792,0.221690,0.055470,0.055702
118,0.510715,-0.004564,0.001462,0.859737,0.567146,-0.044360,0.035099,0.821672,0.079562,-0.019314,0.120837,-0.122451,-0.114397,-0.061899,-0.417805,-0.015023,0.056385,0.100628,0.048124,0.000571
119,0.510572,-0.004445,0.001315,0.859822,0.567205,-0.044644,0.035211,0.821612,0.079981,-0.028850,0.110357,-0.131442,-0.111405,-0.070890,-0.461565,-0.087281,0.057990,-0.052396,0.281172,0.021067
120,0.510428,-0.004332,0.001171,0.859909,0.567273,-0.044928,0.035318,0.821545,0.084041,-0.034508,0.092612,-0.133543,-0.108636,-0.078519,-0.188401,-0.489030,0.006848,-0.094936,-0.026533,-0.026936
121,0.510282,-0.004228,0.001032,0.859996,0.567356,-0.045211,0.035416,0.821467,0.082788,-0.038542,0.084635,-0.126115,-0.107367,-0.077672,-0.192933,-0.092960,0.057393,-0.176303,-0.329284,0.011971
122,0.510134,-0.004131,0.000901,0.860085,0.567460,-0.045493,0.035503,0.821377,0.082368,-0.047717,0.092325,-0.119396,-0.106947,-0.065343,-0.574287,0.039893,0.121294,-0.174256,-0.290639,0.069292
123,-0.509983,0.004042,-0.000777,-0.860175,0.567588,-0.045774,0.035576,0.821269,0.079043,-0.057789,0.105232,-0.118136,-0.106849,-0.047782,-0.689311,0.273527,0.236974,-0.250400,-0.273166,0.076331
124,0.509833,-0.003959,0.000659,0.860264,0.567726,-0.046059,0.035639,0.821155,0.070657,-0.062519,0.115442,-0.118808,-0.104512,-0.032822,-0.297465,0.522086,0.157916,-0.185255,-0.211820,0.081085
125,0.509688,-0.003880,0.000541,0.860351,0.567860,-0.046350,0.035694,0.821044,0.061827,-0.067004,0.123775,-0.117873,-0.108875,-0.020068,-0.354290,0.531251,0.127472,-0.385845,-0.297405,0.149898
126,0.509545,-0.003805,0.000424,0.860435,0.567994,-0.046646,0.035744,0.820932,0.052122,-0.064671,0.123827,-0.121463,-0.115985,-0.017916,0.151052,0.441237,0.044262,-0.572211,-0.115495,0.148923
127,0.509404,-0.003736,0.000310,0.860520,0.568133,-0.046945,0.035787,0.820817,0.039368,-0.060472,0.119270,-0.125168,-0.128760,-0.033180,0.247299,0.541615,-0.010122,-0.923102,-0.089429,0.143794
128,0.509261,-0.003674,0.000199,0.860604,0.568281,-0.047243,0.035825,0.820695,0.027603,-0.055574,0.114229,-0.126269,-0.142288,-0.066792,0.196381,0.465452,0.013093,-0.968830,-0.047025,0.094510
129,0.509116,-0.003621,0.000093,0.860690,0.568445,-0.047538,0.035857,0.820564,0.018351,-0.056231,0.111067,-0.130063,-0.154861,-0.108425,-0.187297,0.300766,0.015566,-0.883650,-0.013689,0.055328
130,0.508966,-0.003576,-0.000007,0.860779,0.568628,-0.047828,0.035883,0.820419,0.003071,-0.053287,0.109806,-0.130032,-0.162144,-0.148728,-0.041059,0.716799,-0.075386,-0.673755,-0.083829,-0.033263
131,0.508809,-0.003542,-0.000101,0.860872,0.568836,-0.048111,0.035904,0.820257,-0.008959,-0.048415,0.106544,-0.124381,-0.172484,-0.193100,-0.027984,0.449272,-0.136134,-0.762111,-0.313777,-0.029334
132,0.508644,-0.003520,-0.000187,0.860969,0.569073,-0.048384,0.035920,0.820076,-0.018418,-0.054482,0.106362,-0.119965,-0.181097,-0.230249,-0.742876,0.403960,0.025727,-0.523522,-0.243729,-0.102626
133,0.508470,-0.003511,-0.000264,0.861073,0.569344,-0.048645,0.035930,0.819872,-0.027179,-0.058833,0.113945,-0.114756,-0.188172,-0.264453,-0.717406,0.390743,-0.090837,-0.360701,-0.448486,-0.168965
134,0.508283,-0.003515,-0.000332,0.861183,0.569654,-0.048891,0.035936,0.819641,-0.031169,-0.061672,0.123277,-0.110990,-0.193019,-0.293208,-0.587817,0.144237,-0.073028,-0.279150,-0.440108,-0.276392
135,-0.508082,0.003535,0.000389,-0.861301,0.570009,-0.049120,0.035937,0.819381,-0.039210,-0.054217,0.119728,-0.102418,-0.198508,-0.318461,0.059615,0.192853,-0.187089,-0.160643,-0.602076,-0.226118
136,0.507874,-0.003579,-0.000436,0.861424,0.570424,-0.049327,0.035931,0.819080,-0.035986,-0.060449,0.133118,-0.091339,-0.195435,-0.335267,-0.878496,-0.393353,0.012979,0.129638,-0.719642,-0.342386
137,0.507664,-0.003651,-0.000477,0.861547,0.570905,-0.049512,0.035916,0.818734,-0.021780,-0.098653,0.167538,-0.082683,-0.187304,-0.344840,-3.088695,-0.825645,0.438639,0.306112,-0.798518,-0.221026
138,0.507451,-0.003746,-0.000510,0.861672,0.571441,-0.049678,0.035894,0.818351,-0.005193,-0.141932,0.204644,-0.074707,-0.171875,-0.352062,-3.483468,-0.983143,0.672539,0.305507,-0.770906,-0.153447
139,0.507233,-0.003858,-0.000535,0.861800,0.572018,-0.049829,0.035866,0.817940,-0.010483,-0.165721,0.212466,-0.061802,-0.161980,-0.371416,-2.342553,-0.064442,0.435517,-0.211559,-1.023060,0.061642
140,0.507005,-0.003982,-0.000553,0.861934,0.572625,-0.049971,0.035832,0.817508,-0.028048,-0.182366,0.220720,-0.051369,-0.155334,-0.388655,-1.925561,0.691678,0.276476,-0.734571,-0.914535,0.190838
141,0.506767,-0.004112,-0.000563,0.862073,0.573248,-0.050108,0.035795,0.817065,-0.041179,-0.199875,0.222301,-0.044826,-0.144157,-0.397142,-1.882836,0.299462,0.196372,-0.899836,-0.675720,0.292138
142,0.506516,-0.004242,-0.000565,0.862220,0.573875,-0.050243,0.035754,0.816618,-0.057730,-0.206695,0.198474,-0.037444,-0.141554,-0.403018,-1.069356,0.312848,0.082432,-1.311448,-0.435443,0.263898
143,0.506250,-0.004368,-0.000559,0.862376,0.574494,-0.050381,0.035711,0.816176,-0.078565,-0.187767,0.160737,-0.040126,-0.140900,-0.379517,0.616034,0.548808,-0.306544,-1.309603,-0.116149,0.285754
144,0.505965,-0.004482,-0.000544,0.862542,0.575092,-0.050526,0.035667,0.815748,-0.093636,-0.165336,0.134378,-0.048822,-0.146966,-0.361822,0.803502,0.424888,-0.183216,-1.555904,0.110510,0.224748
145,0.505661,-0.004581,-0.000521,0.862720,0.575657,-0.050683,0.035623,0.815341,-0.094700,-0.140343,0.126233,-0.052941,-0.152885,-0.340341,1.059079,-0.005328,-0.062344,-1.507294,-0.005438,0.078992
146,0.505333,-0.004657,-0.000489,0.862911,0.576178,-0.050855,0.035581,0.814964,-0.105197,-0.114584,0.159475,-0.053044,-0.151093,-0.307747,1.038722,1.227259,0.067982,-1.216059,-0.014444,0.028960
147,-0.504981,0.004706,0.000449,-0.863118,0.576640,-0.051048,0.035540,0.814627,-0.120098,-0.083247,0.208570,-0.052145,-0.146816,-0.265734,1.409945,1.832614,-0.004466,-0.803002,0.088147,-0.144652
148,0.504606,-0.004737,-0.000385,0.863337,0.577056,-0.051260,0.035497,0.814321,-0.132893,-0.049814,0.246116,-0.053298,-0.143621,-0.213370,1.564818,1.594161,-0.084544,-0.351662,0.234514,-0.176636
149,0.504211,-0.004762,-0.000291,0.863567,0.577446,-0.051484,0.035445,0.814033,-0.142214,-0.016852,0.263997,-0.057908,-0.145167,-0.166525,1.799816,1.183337,-0.235466,-0.165840,0.211604,-0.130769
150,0.503798,-0.004779,-0.000174,0.863808,0.577810,-0.051721,0.035388,0.813762,-0.141292,0.007515,0.286951,-0.073993,-0.145354,-0.131223,1.416982,0.673733,-0.248997,0.057653,0.536910,-0.037172
151,0.503367,-0.004788,-0.000041,0.864059,0.578153,-0.051966,0.035328,0.813505,-0.126188,0.005164,0.314358,-0.084744,-0.147025,-0.119470,-0.190430,-0.069021,0.051720,0.148391,0.527734,-0.111017
152,0.502918,-0.004785,0.000101,0.864321,0.578475,-0.052219,0.035267,0.813263,-0.106416,0.000919,0.325999,-0.080201,-0.154636,-0.131268,-0.214012,-0.660715,-0.157539,0.284823,0.252586,-0.040567
153,0.502451,-0.004770,0.000243,0.864592,0.578779,-0.052477,0.035207,0.813032,-0.092907,0.001761,0.334094,-0.076562,-0.157497,-0.154489,0.246343,-0.449850,-0.365924,0.602943,0.468847,-0.047931
154,0.501967,-0.004742,0.000379,0.864874,0.579067,-0.052738,0.035151,0.812813,-0.073316,0.003371,0.337742,-0.082042,-0.156294,-0.183361,0.568854,-1.000998,-0.473414,0.837902,0.850929,0.122128
155,0.501466,-0.004698,0.000501,0.865165,0.579340,-0.053000,0.035100,0.812603,-0.056439,0.005973,0.331179,-0.093809,-0.150569,-0.222545,1.006662,-0.890190,-0.429715,0.930243,1.195251,0.209012
156,0.500948,-0.004637,0.000602,0.865465,0.579602,-0.053262,0.035058,0.812401,-0.033843,-0.007651,0.310612,-0.096887,-0.137663,-0.270492,0.431193,-1.461743,-0.106764,1.130823,1.162158,0.166976
157,0.500413,-0.004557,0.000673,0.865774,0.579854,-0.053521,0.035026,0.812206,-0.015537,-0.026249,0.297386,-0.093988,-0.132162,-0.320770,0.435513,-1.064813,0.071039,0.870800,1.142304,-0.086939
158,0.499863,-0.004458,0.000708,0.866093,0.580098,-0.053775,0.035007,0.812016,-0.012763,-0.031458,0.291248,-0.093390,-0.121152,-0.355904,1.254913,-0.125504,-0.023846,1.226584,1.266361,-0.287785
159,-0.499297,0.004336,-0.000698,-0.866420,0.580336,-0.054022,0.035003,0.811829,-0.016846,-0.030361,0.289292,-0.093133,-0.108629,-0.371657,1.664968,0.318300,-0.080276,1.439118,1.158712,-0.566792
160,0.498699,-0.004186,0.000650,0.866765,0.580577,-0.054250,0.035017,0.811641,-0.021867,-0.020162,0.325258,-0.098450,-0.090442,-0.358016,1.997330,0.841178,-0.204710,1.508743,1.078640,-0.644900
161,0.498060,-0.004003,0.000575,0.867133,0.580824,-0.054452,0.035049,0.811449,-0.037889,-0.000728,0.390766,-0.116156,-0.080016,-0.324889,2.270387,1.950833,-0.458601,0.889815,1.410855,-0.638916
162,0.497387,-0.003792,0.000473,0.867520,0.581072,-0.054638,0.035096,0.811257,-0.039747,-0.001208,0.444938,-0.135242,-0.084101,-0.294670,0.810675,1.059448,-0.210618,-0.082930,1.343598,-0.453387
163,0.496689,-0.003559,0.000349,0.867921,0.581313,-0.054815,0.035155,0.811070,-0.025283,-0.013238,0.483790,-0.150355,-0.090583,-0.259649,-0.068488,-0.166436,-0.031810,-0.593740,1.144994,-0.239378
164,0.495975,-0.003309,0.000203,0.868331,0.581543,-0.054991,0.035221,0.810891,-0.009992,-0.010676,0.505473,-0.151883,-0.096945,-0.219477,0.627717,-0.372606,-0.328047,-0.744435,0.718495,-0.080411
165,0.495251,-0.003047,0.000037,0.868745,0.581754,-0.055174,0.035293,0.810723,0.026589,-0.003129,0.483603,-0.154918,-0.101542,-0.182033,0.937217,-2.328081,-0.369396,-0.638444,0.780608,-0.085889
166,0.494527,-0.002779,-0.000147,0.869158,0.581942,-0.055372,0.035366,0.810572,0.059106,0.005049,0.448382,-0.151244,-0.092931,-0.135062,1.015409,-2.125788,-0.438080,-0.029254,0.600285,-0.184368
167,0.493811,-0.002510,-0.000346,0.869565,0.582099,-0.055595,0.035437,0.810440,0.081254,0.029799,0.413420,-0.145538,-0.083729,-0.084049,1.968904,-1.389678,-0.623952,0.160315,0.528441,-0.375124
168,0.493112,-0.002244,-0.000558,0.869963,0.582221,-0.055848,0.035503,0.810333,0.095843,0.059899,0.379782,-0.134402,-0.074661,-0.033333,2.390783,-0.869344,-0.578246,0.315456,0.168961,-0.511783
169,0.492437,-0.001989,-0.000783,0.870346,0.582300,-0.056141,0.035561,0.810253,0.115959,0.065127,0.388280,-0.132522,-0.066517,0.019701,0.716534,-0.506317,-0.075271,0.325840,0.380098,-0.401690
170,0.491795,-0.001747,-0.001017,0.870709,0.582331,-0.056482,0.035607,0.810205,0.131208,0.073125,0.381122,-0.126207,-0.064676,0.061150,0.942700,-0.417276,0.047768,0.063657,0.196855,-0.270307
171,-0.491195,0.001525,0.001259,-0.871048,0.582308,-0.056879,0.035638,0.810192,0.137482,0.100351,0.358443,-0.123295,-0.066460,0.093908,2.169067,-0.140690,-0.202665,0.018191,0.376542,0.026824
172,0.490675,-0.001317,-0.001518,0.871340,0.582237,-0.057342,0.035642,0.810211,0.137507,0.133494,0.334128,-0.128134,-0.067737,0.122123,2.562135,0.094251,-0.221813,0.042494,0.587748,0.116267
173,0.490253,-0.001112,-0.001802,0.871578,0.582126,-0.057869,0.035616,0.810254,0.146414,0.168495,0.291146,-0.137915,-0.071459,0.131866,2.557801,-0.874971,-0.311180,0.162789,0.739102,0.119523
174,0.489901,-0.000910,-0.002106,0.871775,0.581978,-0.058449,0.035568,0.810321,0.151530,0.200253,0.239390,-0.143401,-0.079661,0.132491,2.384659,-0.991595,-0.199722,0.236919,0.583399,0.049344
175,0.489592,-0.000712,-0.002428,0.871948,0.581793,-0.059071,0.035506,0.810411,0.153239,0.217923,0.237704,-0.148859,-0.087507,0.123401,1.230833,-0.087532,-0.226420,0.466005,0.547099,-0.072588
176,0.489301,-0.000519,-0.002763,0.872111,0.581572,-0.059724,0.035440,0.810525,0.156252,0.229873,0.233050,-0.156688,-0.091100,0.108911,0.834568,-0.336419,-0.174156,0.590409,0.581033,-0.183797
177,0.488998,-0.000329,-0.003109,0.872279,0.581315,-0.060398,0.035376,0.810663,0.158815,0.231516,0.233994,-0.168068,-0.094877,0.094101,0.363987,-0.261471,-0.016529,0.679210,0.801919,-0.153184
178,0.488659,-0.000144,-0.003461,0.872468,0.581023,-0.061083,0.035324,0.810823,0.168590,0.215457,0.253403,-0.174502,-0.099022,0.075000,-0.631672,-0.420870,0.169098,0.643667,0.729021,-0.070846
179,0.488256,0.000036,-0.003815,0.872692,0.580697,-0.061766,0.035293,0.811006,0.181087,0.195302,0.275306,-0.183739,-0.103081,0.067392,-0.803860,-0.715104,0.180435,0.750106,1.028010,0.050916
180,0.487761,0.000211,-0.004169,0.872967,0.580337,-0.062438,0.035289,0.811212,0.198369,0.171690,0.314645,-0.196850,-0.100495,0.075041,-0.928015,-0.768515,0.302566,1.075112,1.345658,0.113040
181,0.487148,0.000380,-0.004519,0.873307,0.579945,-0.063088,0.035323,0.811441,0.210618,0.166253,0.319210,-0.208937,-0.093157,0.090350,0.524879,-0.982175,0.059591,1.265720,1.323745,0.289775
182,0.486390,0.000544,-0.004861,0.873728,0.579521,-0.063705,0.035401,0.811692,0.206399,0.170413,0.333514,-0.219661,-0.082911,0.106404,1.739703,0.280277,0.083009,1.362538,1.162110,0.510195
183,-0.485460,-0.000702,0.005191,-0.874243,0.579067,-0.064278,0.035534,0.811965,0.199695,0.147142,0.417657,-0.228075,-0.068438,0.126258,0.174713,1.626060,0.481118,1.537384,1.054895,0.581039
184,0.484369,0.000841,-0.005511,0.874846,0.578584,-0.064816,0.035717,0.812258,0.175546,0.126733,0.506687,-0.244610,-0.061129,0.145124,0.594981,2.925379,0.556602,1.260981,1.252049,0.626995
185,0.483153,0.000951,-0.005825,0.875516,0.578075,-0.065336,0.035939,0.812569,0.158641,0.111537,0.574796,-0.256813,-0.052775,0.169395,1.096949,2.076155,0.462527,1.377080,1.039154,0.515531
186,0.481824,0.001041,-0.006136,0.876246,0.577537,-0.065840,0.036196,0.812899,0.140650,0.089929,0.654869,-0.269730,-0.041091,0.201694,0.651259,2.409699,0.516730,1.554050,1.027432,0.340722
187,0.480391,0.001118,-0.006445,0.877030,0.576968,-0.066331,0.036486,0.813251,0.126562,0.070761,0.746121,-0.282133,-0.029463,0.236558,0.725307,2.275507,0.474516,1.456745,0.850757,0.148213
188,0.478865,0.001190,-0.006753,0.877862,0.576366,-0.066810,0.036804,0.813624,0.111480,0.042067,0.841544,-0.282712,-0.008615,0.270432,-0.154464,2.404313,0.531809,1.679532,0.461010,-0.003834
189,0.477257,0.001264,-0.007061,0.878734,0.575727,-0.067280,0.037147,0.814022,0.109483,0.017093,0.912526,-0.284209,0.008424,0.309297,0.160413,1.192888,0.521972,1.413970,0.548388,-0.077132
190,0.475578,0.001349,-0.007372,0.879642,0.575050,-0.067743,0.037512,0.814445,0.107196,0.005932,0.973652,-0.291129,0.018208,0.349112,0.771649,1.014163,0.330828,0.972630,0.803030,-0.022286
191,0.473838,0.001451,-0.007686,0.880577,0.574333,-0.068200,0.037893,0.814895,0.114001,-0.003309,1.043675,-0.299058,0.024607,0.383040,0.761347,0.619095,0.379004,0.790940,0.817348,-0.012620
192,0.472048,0.001580,-0.008006,0.881535,0.573573,-0.068654,0.038289,0.815374,0.127842,0.007349,1.089279,-0.309548,0.028111,0.423235,1.919630,-0.150035,0.114895,0.559352,1.016517,0.081712
193,0.470219,0.001741,-0.008333,0.882509,0.572768,-0.069106,0.038695,0.815882,0.137689,0.025205,1.131983,-0.323777,0.035733,0.466290,2.314033,0.236863,0.006005,0.549543,1.234040,0.118408
194,0.468361,0.001944,-0.008668,0.883493,0.571915,-0.069560,0.039109,0.816422,0.148807,0.040242,1.152277,-0.331501,0.042228,0.509248,2.051665,-0.156025,-0.001077,0.229377,0.938508,0.140173
195,-0.466485,-0.002195,0.009012,-0.884480,0.571012,-0.070016,0.039525,0.816995,0.150378,0.049203,1.184049,-0.339128,0.050721,0.550034,1.381231,0.698541,-0.001650,0.085670,1.028905,0.112443
196,0.464557,0.002488,-0.009372,0.885490,0.570044,-0.070475,0.039949,0.817610,0.150507,0.052766,1.218218,-0.345069,0.055859,0.575168,0.879300,0.924996,-0.022988,-0.249230,0.956345,0.055733
197,0.462543,0.002812,-0.009748,0.886539,0.569003,-0.070933,0.040388,0.818274,0.140921,0.054161,1.251654,-0.356188,0.063687,0.592174,0.517163,1.567999,-0.159122,-0.349139,1.214072,-0.085100
198,0.460454,0.003165,-0.010136,0.887620,0.567899,-0.071389,0.040842,0.818979,0.125255,0.073980,1.263547,-0.359203,0.065782,0.610572,1.426893,1.654116,-0.555328,-0.612228,1.102842,-0.339835
199,0.458302,0.003545,-0.010534,0.888727,0.566741,-0.071844,0.041310,0.819718,0.111213,0.113236,1.246536,-0.360699,0.070389,0.632079,2.550199,1.101786,-0.909296,-0.398795,1.133791,-0.621898
200,0.456098,0.003951,-0.010936,0.889854,0.565539,-0.072294,0.041792,0.820483,0.113623,0.148201,1.216349,-0.367465,0.075115,0.640329,2.259975,-0.035628,-0.860839,-0.406769,1.390185,-0.765384
201,0.453854,0.004380,-0.011340,0.890993,0.564303,-0.072741,0.042287,0.821269,0.138441,0.161629,1.194307,-0.374460,0.074874,0.642463,0.961216,-1.356321,-0.576429,-0.579852,1.454109,-0.599072
202,0.451583,0.004832,-0.011742,0.892139,0.563043,-0.073182,0.042796,0.822068,0.170928,0.161970,1.197007,-0.384659,0.081649,0.634878,0.193165,-1.349451,-0.157918,-0.216020,1.562389,-0.352528
203,0.449296,0.005305,-0.012139,0.893285,0.561768,-0.073617,0.043318,0.822873,0.201680,0.167733,1.177052,-0.402273,0.083900,0.632049,0.886028,-1.462475,-0.198478,-0.130426,1.775534,-0.086281
204,0.447005,0.005797,-0.012525,0.894425,0.560489,-0.074045,0.043853,0.823678,0.210031,0.187001,1.169450,-0.427285,0.082135,0.630657,1.861525,0.144214,-0.353641,-0.020134,1.896779,0.085271
205,0.444722,0.006306,-0.012899,0.895554,0.559216,-0.074465,0.044400,0.824476,0.212411,0.200896,1.201818,-0.449191,0.082777,0.636466,1.333479,1.203089,-0.289996,0.255912,1.657337,0.243005
206,0.442459,0.006832,-0.013256,0.896665,0.557958,-0.074876,0.044959,0.825261,0.216491,0.211193,1.235226,-0.464255,0.082494,0.639288,1.095036,1.111519,-0.236090,0.379862,1.093900,0.216884
207,-0.440229,-0.007371,0.013592,-0.897752,0.556726,-0.075277,0.045530,0.826025,0.221780,0.214580,1.259397,-0.470129,0.087889,0.645379,0.787143,1.062655,-0.133925,0.594767,0.721778,0.168121
208,0.438013,0.007949,-0.013922,0.898826,0.555501,-0.075690,0.046128,0.826778,0.231174,0.208839,1.287234,-0.469632,0.096411,0.651762,0.203808,0.854196,-0.058315,0.729527,0.330624,-0.034363
209,0.435786,0.008580,-0.014260,0.899897,0.554262,-0.076130,0.046761,0.827533,0.231714,0.207251,1.296087,-0.463175,0.102461,0.647155,0.625210,1.191614,-0.165724,0.691040,-0.113787,-0.088912
210,0.433550,0.009253,-0.014599,0.900964,0.553012,-0.076586,0.047422,0.828289,0.231628,0.206165,1.295757,-0.456088,0.106687,0.643267,0.724228,1.070792,-0.169078,0.703599,-0.384386,-0.129518
211,0.431308,0.009957,-0.014934,0.902026,0.551754,-0.077046,0.048104,0.829046,0.233552,0.213332,1.280912,-0.447144,0.114128,0.642994,1.290546,0.417958,-0.283603,0.907380,-0.748439,-0.154474
212,0.429062,0.010680,-0.015259,0.903083,0.550492,-0.077499,0.048798,0.829802,0.239002,0.214011,1.251801,-0.434006,0.121749,0.651932,0.745658,-0.326288,-0.254614,1.007903,-1.099014,-0.091619
213,0.426815,0.011411,-0.015570,0.904133,0.549228,-0.077933,0.049497,0.830557,0.245972,0.213255,1.209326,-0.417898,0.126953,0.659609,0.915972,-0.787995,-0.133414,1.127703,-1.427835,-0.021630
214,0.424569,0.012137,-0.015860,0.905175,0.547967,-0.078338,0.050194,0.831310,0.240772,0.212850,1.181199,-0.399494,0.127755,0.668070,1.018308,-0.023478,-0.175714,1.057190,-1.715627,0.046642
215,0.422327,0.012848,-0.016124,0.906209,0.546712,-0.078702,0.050880,0.832060,0.229296,0.217340,1.151432,-0.382451,0.129341,0.672684,1.596355,0.213863,-0.137716,1.219243,-1.956541,0.023122
216,0.420092,0.013532,-0.016356,0.907233,0.545465,-0.079013,0.051549,0.832807,0.207499,0.214939,1.135108,-0.367454,0.129755,0.669462,1.264021,0.968396,-0.039783,1.312923,-1.961865,0.051072
217,0.417866,0.014178,-0.016551,0.908247,0.544232,-0.079261,0.052192,0.833550,0.171924,0.210900,1.133360,-0.352399,0.129167,0.656157,1.166300,1.955437,0.007993,1.273975,-2.250220,-0.035277
218,0.415651,0.014773,-0.016703,0.909251,0.543015,-0.079435,0.052801,0.834288,0.132190,0.199059,1.161270,-0.337041,0.134249,0.634917,0.621729,2.520119,0.165567,1.445450,-2.456032,-0.029488
219,-0.413451,-0.015306,0.016808,-0.910242,0.541818,-0.079522,0.053370,0.835022,0.097423,0.179702,1.183845,-0.327044,0.144212,0.609149,0.053547,2.029969,0.302284,1.506162,-2.390958,0.081151
220,0.411262,0.015795,-0.016879,0.911224,0.540649,-0.079530,0.053907,0.835744,0.072188,0.147965,1.192843,-0.311858,0.160522,0.578388,-0.841761,1.208458,0.570614,1.742101,-2.668543,0.103949
221,0.409077,0.016265,-0.016934,0.912198,0.539512,-0.079474,0.054425,0.836450,0.051916,0.121406,1.186855,-0.293862,0.182010,0.560409,-0.803721,0.556718,0.693986,1.915682,-2.815542,0.177226
222,0.406897,0.016713,-0.016967,0.913164,0.538398,-0.079360,0.054926,0.837146,0.027742,0.101112,1.144933,-0.275535,0.202113,0.554532,-0.424799,0.153205,0.652251,1.718923,-3.001141,0.239077
223,0.404724,0.017137,-0.016973,0.914121,0.537300,-0.079189,0.055409,0.837835,-0.001793,0.085200,1.105132,-0.249462,0.223898,0.551311,-0.185814,0.417925,0.672436,1.543864,-3.271426,0.228386
224,0.402558,0.017533,-0.016948,0.915070,0.536213,-0.078966,0.055874,0.838521,-0.021891,0.063738,1.076522,-0.227069,0.243746,0.553172,-0.575825,-0.053910,0.767977,1.478006,-3.096923,0.219641
225,0.400400,0.017900,-0.016886,0.916010,0.535128,-0.078695,0.056321,0.839209,-0.046905,0.046513,1.077455,-0.207587,0.258388,0.558254,-0.363313,0.607792,0.886920,1.189474,-2.942803,0.333608
226,0.398250,0.018235,-0.016783,0.916942,0.534040,-0.078379,0.056750,0.839903,-0.087833,0.031131,1.114913,-0.187503,0.275282,0.571572,-0.437084,2.132820,0.919532,1.195522,-3.028552,0.418128
227,0.396110,0.018534,-0.016633,0.917865,0.532940,-0.078022,0.057162,0.840607,-0.128217,0.022525,1.142064,-0.172861,0.283131,0.592091,-0.144051,1.902812,0.886147,0.898304,-2.793605,0.414543
228,0.393980,0.018796,-0.016432,0.918780,0.531822,-0.077627,0.057555,0.841325,-0.161026,0.016739,1.164144,-0.157406,0.297313,0.619068,0.013232,1.479948,0.820390,1.053282,-2.761591,0.455338
229,0.391861,0.019017,-0.016175,0.919686,0.530678,-0.077199,0.057931,0.842060,-0.194600,0.006375,1.186857,-0.137206,0.312722,0.656526,-0.360617,1.566002,0.920169,0.995825,-2.855332,0.548425
230,0.389754,0.019196,-0.015857,0.920582,0.529502,-0.076740,0.058288,0.842817,-0.224754,-0.003118,1.205223,-0.119127,0.331118,0.692888,-0.327563,1.354187,0.981335,1.093508,-2.780366,0.551083
231,-0.387660,-0.019330,0.015473,-0.921470,0.528287,-0.076255,0.058628,0.843600,-0.256593,-0.004832,1.204538,-0.097111,0.345521,0.720946,0.198380,1.351380,0.849751,1.016745,-2.701804,0.518396
232,0.385546,0.019408,-0.015020,0.922362,0.527030,-0.075731,0.058937,0.844411,-0.294476,-0.001623,1.197149,-0.076747,0.356848,0.743918,0.559365,1.694401,0.781269,1.050240,-2.541414,0.483411
