SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z,Status
2533232,0.877005,-0.038624,-0.005281,0.478897,-0.019211,-0.142500,0.088965,-0.014987,-0.004285,0.001413,0
2549898,0.877019,-0.038593,-0.005301,0.478873,0.034584,-0.081847,0.063320,-0.013720,-0.003630,0.006162,0
2566564,0.877034,-0.038563,-0.005320,0.478848,0.069759,-0.165351,0.102435,-0.012161,-0.002043,0.010243,0
2583230,0.877050,-0.038535,-0.005338,0.478821,0.009159,-0.127066,0.043190,-0.011210,-0.002492,0.014411,0
2599896,0.877067,-0.038507,-0.005355,0.478792,-0.045049,-0.124152,0.033673,-0.010510,-0.002332,0.021137,0
2616562,0.877085,-0.038481,-0.005371,0.478762,0.025378,-0.066635,0.002943,-0.013140,-0.002170,0.026962,0
2633228,0.877103,-0.038456,-0.005387,0.478729,-0.009556,-0.274722,0.034096,-0.009500,-0.001403,0.032234,0
2649894,0.877123,-0.038431,-0.005402,0.478695,-0.035997,-0.155152,-0.040617,-0.008960,-0.002119,0.034984,0
2666560,0.877145,-0.038408,-0.005416,0.478656,-0.036001,-0.084201,-0.025593,-0.008896,-0.003042,0.035494,0
2683226,0.877170,-0.038388,-0.005429,0.478612,0.067132,-0.145644,0.009561,-0.009220,-0.000910,0.035504,0
2699892,0.877197,-0.038369,-0.005441,0.478565,0.030435,-0.193120,0.009825,-0.008208,0.000866,0.030278,0
2716558,0.877225,-0.038351,-0.005452,0.478514,-0.053920,-0.075304,-0.056116,-0.010116,-0.001274,0.028408,0
2733224,0.877254,-0.038335,-0.005462,0.478463,-0.050065,-0.136177,-0.024385,-0.008589,-0.001503,0.025434,0
2749890,0.877283,-0.038320,-0.005472,0.478410,-0.125938,-0.040975,0.008497,-0.010565,-0.004225,0.020638,0
2766556,0.877312,-0.038305,-0.005481,0.478358,0.037439,-0.132390,-0.016020,-0.009026,-0.002923,0.020806,0
2783222,0.877340,-0.038291,-0.005489,0.478308,-0.053174,-0.009887,-0.020051,-0.009702,-0.002530,0.020345,0
2799888,0.877367,-0.038276,-0.005498,0.478260,-0.105010,-0.134031,-0.016383,-0.008115,-0.005672,0.020169,0
2816554,0.877392,-0.038261,-0.005505,0.478215,0.013287,-0.114792,-0.019561,-0.007119,-0.005391,0.018811,0
2833220,0.877414,-0.038246,-0.005513,0.478176,0.090457,-0.050222,0.005767,-0.006260,-0.004478,0.016494,0
2849886,0.877433,-0.038229,-0.005521,0.478142,0.029850,0.022021,-0.037263,-0.009338,-0.005177,0.016597,0
2866552,0.877450,-0.038212,-0.005528,0.478112,0.079397,-0.052068,0.077678,-0.007451,-0.002316,0.014789,0
2883218,0.877465,-0.038197,-0.005533,0.478085,0.057854,-0.027552,0.030000,-0.005603,-0.001824,0.014317,0
2899884,0.877479,-0.038183,-0.005538,0.478060,-0.034859,0.029124,0.009860,-0.005656,-0.002117,0.015305,0
2916550,0.877492,-0.038168,-0.005542,0.478038,0.056705,0.041313,0.016623,-0.005928,-0.001812,0.014004,0
2933216,0.877503,-0.038154,-0.005546,0.478018,-0.054412,0.099348,-0.055413,-0.007566,-0.002852,0.015164,0
2949882,0.877513,-0.038139,-0.005550,0.478001,-0.006565,0.252976,0.015390,-0.011242,-0.000392,0.014367,0
2966548,0.877522,-0.038124,-0.005554,0.477986,-0.131312,0.080840,0.019444,-0.011318,-0.002211,0.012393,0
2983214,0.877529,-0.038107,-0.005558,0.477975,-0.115880,0.080514,0.048350,-0.009695,-0.002900,0.012639,0
2999880,0.877535,-0.038088,-0.005563,0.477966,-0.127160,0.191116,0.018097,-0.011596,-0.003311,0.006911,0
3016546,0.877539,-0.038068,-0.005569,0.477960,-0.126030,0.129358,0.030085,-0.011585,-0.004175,-0.001357,0
3033212,0.877541,-0.038045,-0.005577,0.477958,-0.148569,0.150992,-0.054567,-0.013372,-0.005814,-0.007977,0
3049878,0.877542,-0.038019,-0.005586,0.477958,-0.065685,0.135332,0.009087,-0.015101,-0.006755,-0.015945,0
3066544,0.877540,-0.037989,-0.005597,0.477964,-0.039042,0.001304,0.078116,-0.013427,-0.005266,-0.025764,0
3083210,0.877535,-0.037956,-0.005609,0.477976,-0.129998,0.048847,0.005550,-0.014087,-0.008751,-0.026463,0
3099876,0.877527,-0.037920,-0.005623,0.477993,-0.018303,0.103238,0.024279,-0.014718,-0.008630,-0.027420,0
3116542,0.877516,-0.037881,-0.005637,0.478015,0.029664,0.103822,-0.009668,-0.014522,-0.009823,-0.023512,0
3133208,0.877505,-0.037841,-0.005653,0.478039,0.065214,-0.016917,0.065579,-0.011204,-0.009329,-0.017561,0
3149874,0.877492,-0.037800,-0.005668,0.478065,0.080583,0.041689,0.002668,-0.009121,-0.008358,-0.010642,0
3166540,0.877479,-0.037758,-0.005685,0.478092,0.109363,0.248608,0.051510,-0.012112,-0.008662,-0.007786,0
3183206,0.877467,-0.037717,-0.005701,0.478118,0.042935,0.002082,0.032888,-0.011080,-0.009281,-0.003006,0
3199872,0.877455,-0.037677,-0.005717,0.478142,0.140228,0.062332,0.021570,-0.011887,-0.007551,-0.001527,0
3216538,0.877446,-0.037639,-0.005732,0.478163,0.112936,0.076290,0.018709,-0.013127,-0.006476,0.000872,0
3233204,0.877438,-0.037603,-0.005747,0.478180,0.040311,-0.014452,0.007220,-0.013288,-0.007535,0.004859,0
3249870,0.877433,-0.037570,-0.005762,0.478191,-0.006369,-0.045296,0.004302,-0.012643,-0.008435,0.007861,0
3266536,0.877431,-0.037539,-0.005775,0.478197,0.065240,-0.119511,-0.018490,-0.011562,-0.005799,0.009710,0
3283202,0.877430,-0.037510,-0.005788,0.478200,0.024779,-0.118609,-0.010109,-0.010363,-0.006286,0.011010,0
3299868,0.877431,-0.037481,-0.005801,0.478201,0.116472,0.032388,-0.019131,-0.012235,-0.002598,0.009055,0
3316534,0.877433,-0.037454,-0.005814,0.478200,-0.010330,-0.108460,0.021745,-0.012190,-0.001610,0.004263,0
3333200,0.877436,-0.037428,-0.005827,0.478196,-0.083564,-0.177923,-0.016501,-0.009450,-0.002613,0.001729,0
3349866,0.877439,-0.037403,-0.005840,0.478191,-0.003355,-0.155700,0.039761,-0.007818,-0.003090,-0.002626,0
